BLOCKSIZE;CPU_TIME;GPU_CALCULATION;GPU_TOTAL
1;13.971823;13.948830;23.828405
2;13.514709;6.531703;16.195820
3;13.591016;4.393767;14.074377
4;13.540326;3.293273;12.789549
5;13.520180;2.633008;12.181433
6;13.481969;2.173584;11.706377
7;13.442223;1.854778;11.244208
8;13.481878;1.639050;11.238448
9;13.537860;1.518749;11.019044
10;13.607101;1.396000;10.963101
11;13.460803;1.274902;10.782345
12;13.415884;1.140288;10.496931
13;13.499316;1.055526;10.577442
14;13.516574;0.996522;10.561790
15;13.446310;0.941549;10.287305
16;13.471596;0.869635;10.332621
17;13.553493;0.820650;10.242847
18;13.502533;0.765056;10.177412
19;13.504488;0.739827;10.224329
20;13.454489;0.687011;10.283365
21;13.450371;0.655917;10.104220
22;13.518227;0.637008;10.220484
23;13.479985;0.598595;10.062593
24;13.495438;0.573718;10.038458
25;13.518498;0.552467;10.038054
26;13.482120;0.531251;9.951049
27;13.510681;0.513715;9.851526
28;13.473310;0.495907;10.012434
29;13.502441;0.478250;10.022078
30;13.572645;0.460512;9.903646
31;13.473399;0.446352;9.974886
32;13.522946;0.431981;9.960979
33;13.457135;0.851123;10.293837
34;13.434285;0.807062;10.438791
35;13.662181;0.785546;10.363043
36;13.502653;0.764301;10.297340
37;13.721530;0.743181;10.217472
38;13.492101;0.729002;10.363981
39;13.494626;0.707965;10.185923
40;13.432091;0.686298;9.904217
41;13.530043;0.672317;10.202255
42;13.459539;0.658064;10.254610
43;13.504938;0.659779;10.101894
44;13.505330;0.629725;10.008825
45;13.550758;0.615798;10.092148
46;13.608603;0.601584;10.153684
47;13.456113;0.587427;9.984530
48;13.473249;0.573062;10.067142
49;13.518679;0.566157;9.991904
50;13.575109;0.552134;10.205313
51;13.631273;0.545104;9.874787
52;13.589241;0.530557;9.989986
53;13.493062;0.523478;9.890506
54;13.482120;0.516762;9.800425
55;13.429985;0.502221;9.907700
56;13.457194;0.495296;9.774710
57;13.513597;0.488285;10.022627
58;13.477610;0.516950;9.995863
59;13.548803;0.474029;10.040876
60;13.456563;0.460048;9.956547
61;13.514409;0.452918;10.012016
62;13.792303;0.445786;9.988337
63;13.497302;0.438634;9.835062
