BLOCKSIZE;CPU_TIME;GPU_CALCULATION;GPU_TOTAL
647;68.399292;0.246656;5.652544
648;68.521057;0.245568;5.673344
649;68.039711;0.246784;5.633376
650;68.031593;0.246464;5.861376
651;68.576080;0.243584;5.684320
652;67.867134;0.245056;5.725248
653;68.607643;0.243872;5.650752
654;67.798889;0.244160;5.893312
655;67.902016;0.243424;5.622784
656;69.084785;0.244256;6.325440
657;67.819031;0.246496;5.753344
658;68.652443;0.243936;6.014976
659;67.921852;0.243968;6.222336
660;68.081200;0.403488;6.073632
661;88.169067;0.243136;6.334912
662;67.773033;0.243840;5.825664
663;68.452507;0.244672;6.490560
664;67.830154;0.243040;5.752832
665;69.098015;0.244320;5.727648
666;67.893898;0.243712;5.549056
667;68.110367;0.243264;5.521888
668;67.990402;0.241760;5.777728
669;67.856010;0.241088;5.763136
670;69.588379;0.239392;5.644288
671;67.987396;0.239616;5.836288
672;68.406212;0.240448;6.054912
673;70.107002;0.533984;6.274048
674;67.823845;0.318368;6.153472
675;68.925735;0.318464;5.709824
676;67.779045;0.318112;5.829632
677;68.514145;0.318432;5.728608
678;69.443161;0.317632;6.019072
679;67.848495;0.315392;5.803264
680;68.255577;0.316928;5.757952
681;67.833763;0.317152;5.923840
682;68.207779;0.315904;5.780480
683;67.964851;0.315392;5.762208
684;69.840630;0.315840;5.796864
685;70.079948;0.456832;6.281280
686;68.306389;0.315264;5.810176
687;69.558617;0.315904;5.514240
688;67.763107;0.316320;5.801408
689;72.403999;0.317472;5.771488
690;67.954926;0.317088;5.846016
691;68.249268;0.315456;5.857728
692;67.865334;0.315520;5.930432
693;67.875854;0.315520;5.827584
694;73.754532;0.316032;5.830656
695;67.785057;0.316384;5.442624
696;68.469948;0.315808;5.732384
697;68.698441;0.316992;5.962080
698;68.104355;0.316576;5.823488
699;69.320496;0.316032;5.835776
700;68.412819;0.315872;5.865984
701;73.822479;0.315360;5.751808
702;67.842178;0.483616;6.278144
703;68.115776;0.314368;5.966208
704;67.780548;0.313760;5.898272
705;67.781448;0.324320;5.545248
706;68.523460;0.325472;5.811200
707;67.826546;0.325088;5.612672
708;69.570335;0.324992;5.824512
709;70.849617;0.324416;5.898752
710;68.311203;0.323968;5.833728
711;72.595818;0.322496;6.438912
712;67.901711;0.324352;5.867616
713;68.773605;0.323840;5.658624
714;67.862930;0.324960;5.757952
715;68.489487;0.322016;5.803168
716;67.879761;0.322848;5.707296
717;67.950417;0.322560;5.600256
718;67.892395;0.322272;5.933280
719;67.872551;0.322720;5.757952
720;70.755814;0.322624;5.923040
721;67.991905;0.323584;6.516736
722;67.850601;0.322400;6.157696
723;67.944405;0.322304;6.191104
724;67.828049;0.321920;5.756256
725;69.167465;0.321312;5.689568
726;67.908325;0.322240;5.523456
727;75.827545;0.322528;5.777408
728;67.932381;0.322464;5.984256
729;67.791672;0.325504;5.825536
730;68.254982;0.323584;6.806720
731;67.797386;0.323712;6.192352
732;73.387741;0.322656;5.920768
733;68.019867;0.322048;5.576896
734;68.208076;0.321856;5.759520
735;68.119987;0.320064;5.935104
736;69.026154;0.320992;5.738496
737;68.684013;0.327552;5.687328
738;67.839478;0.328192;5.854208
739;69.622955;0.329632;5.864448
740;67.830154;0.472512;6.124640
741;68.024376;0.455136;6.116512
742;68.243858;0.328320;5.906432
743;67.824440;0.327680;5.742112
744;86.541031;0.327104;5.783072
745;67.914337;0.327680;5.643744
746;68.268211;0.327680;5.791840
747;67.930878;0.327392;5.801984
748;67.779045;0.327520;5.851680
749;68.228523;0.326208;5.644352
750;67.778442;0.326048;5.770240
751;69.732689;0.326656;5.841920
752;67.873749;0.327104;5.791200
753;69.445267;0.328704;5.864448
754;68.665375;0.328896;6.147552
755;68.104652;0.326304;6.121472
756;69.019241;0.327200;6.226944
757;67.763710;0.326656;5.739520
758;68.598022;0.327680;5.663264
759;68.733917;0.327680;5.742592
760;67.927269;0.328704;5.509440
761;70.415474;0.329568;5.747808
762;68.038506;0.326272;5.824512
763;68.778717;0.325632;5.843968
764;67.852707;0.325344;5.704896
765;68.079399;0.324928;5.642496
766;68.718887;0.324864;6.570304
767;68.254677;0.463872;6.068576
768;68.860497;0.309696;5.966016
769;67.867439;0.316928;5.632096
770;69.035774;0.318688;6.325408
771;67.944107;0.317312;5.753856
772;68.006340;0.316864;5.819392
773;69.602211;0.317536;6.061056
774;67.749283;0.316320;5.860832
775;68.765488;0.315424;5.758976
776;67.820236;0.313344;5.808640
777;67.983192;0.314272;5.774848
778;67.954025;0.314688;6.202368
779;68.253479;0.314304;5.973056
780;71.227242;0.313952;6.032512
781;67.874054;0.314368;6.151456
782;69.664444;0.313792;6.173856
783;67.854813;0.312768;5.824512
784;69.340340;0.313504;5.673056
785;68.356598;0.314592;6.399456
786;67.788963;0.313056;5.747712
787;69.602509;0.312544;5.834752
788;67.827454;0.312224;5.939200
789;68.009048;0.311520;5.734848
790;67.846695;0.312224;6.109280
791;68.349686;0.312320;5.730304
792;68.437477;0.310272;5.998816
793;67.798286;0.312320;5.968256
794;68.568260;0.311296;5.910688
795;76.967018;0.310944;5.979136
796;67.881569;0.309152;5.783552
797;71.971359;0.309152;5.636096
798;68.227318;0.310016;5.878176
799;68.506027;0.308832;6.164480
800;67.809715;0.308160;5.958976
801;68.489189;0.315392;5.677152
802;68.196655;0.316288;5.947392
803;68.261292;0.316128;5.931328
804;69.064636;0.316512;5.785600
805;67.843987;0.316800;5.849280
806;68.576675;0.315584;5.737696
807;69.711647;0.313824;5.889152
808;68.172897;0.313632;5.742592
809;68.114273;0.314016;5.981184
810;67.918846;0.314560;5.874688
811;70.638260;0.536224;6.205440
812;67.783852;0.314816;5.614944
813;68.326538;0.312704;5.771456
814;68.846970;0.313120;5.706752
